date,district,service_type,day_of_week,is_weekend,month,quarter,festival_period,available_workers,demand,lag_1d_demand,lag_7d_demand,lag_14d_demand,rolling_7d_demand,rolling_30d_demand,service_demand_index
2024-02-18,Thanjavur,Appliance Repair,6,1,2,1,0,21,11,8,10,6,6.43,5.83,0.964
2024-02-19,Thanjavur,Appliance Repair,0,0,2,1,0,23,4,11,8,2,6.57,6.1,0.964
2024-02-20,Thanjavur,Appliance Repair,1,0,2,1,0,21,3,4,3,4,6.0,6.0,0.964
2024-02-21,Thanjavur,Appliance Repair,2,0,2,1,0,18,4,3,3,6,6.0,6.03,0.964
2024-02-22,Thanjavur,Appliance Repair,3,0,2,1,0,21,4,4,4,9,6.14,6.03,0.964
2024-02-23,Thanjavur,Appliance Repair,4,0,2,1,0,21,6,4,9,7,6.14,5.93,0.964
2024-02-24,Thanjavur,Appliance Repair,5,1,2,1,0,21,9,6,8,10,5.71,5.9,0.964
2024-02-25,Thanjavur,Appliance Repair,6,1,2,1,0,21,7,9,11,10,5.86,5.97,0.964
2024-02-26,Thanjavur,Appliance Repair,0,0,2,1,0,16,3,7,4,8,5.29,6.07,0.964
2024-02-27,Thanjavur,Appliance Repair,1,0,2,1,0,21,5,3,3,3,5.14,5.8,0.964
2024-02-28,Thanjavur,Appliance Repair,2,0,2,1,0,21,4,5,4,3,5.43,5.67,0.964
2024-02-29,Thanjavur,Appliance Repair,3,0,2,1,0,17,10,4,4,4,5.43,5.57,0.964
2024-03-01,Thanjavur,Appliance Repair,4,0,3,1,0,20,1,10,6,9,6.29,5.83,0.99
2024-03-02,Thanjavur,Appliance Repair,5,1,3,1,0,26,3,1,9,8,5.57,5.73,0.99
2024-03-03,Thanjavur,Appliance Repair,6,1,3,1,0,20,14,3,7,11,4.71,5.73,0.99
2024-03-04,Thanjavur,Appliance Repair,0,0,3,1,0,23,3,14,3,4,5.71,6.17,0.99
2024-03-05,Thanjavur,Appliance Repair,1,0,3,1,0,25,3,3,5,3,5.71,6.0,0.99
2024-03-06,Thanjavur,Appliance Repair,2,0,3,1,0,24,7,3,4,4,5.43,5.9,0.99
2024-03-07,Thanjavur,Appliance Repair,3,0,3,1,0,25,5,7,10,4,5.86,6.07,0.99
2024-03-08,Thanjavur,Appliance Repair,4,0,3,1,0,20,5,5,1,6,5.14,6.1,0.99
2024-03-09,Thanjavur,Appliance Repair,5,1,3,1,0,22,8,5,3,9,5.71,6.07,0.99
2024-03-10,Thanjavur,Appliance Repair,6,1,3,1,0,21,4,8,14,7,6.43,6.03,0.99
2024-03-11,Thanjavur,Appliance Repair,0,0,3,1,0,18,5,4,3,3,5.0,5.93,0.99
2024-03-12,Thanjavur,Appliance Repair,1,0,3,1,0,24,5,5,3,5,5.29,5.77,0.99
2024-03-13,Thanjavur,Appliance Repair,2,0,3,1,0,18,3,5,7,4,5.57,5.6,0.99
2024-03-14,Thanjavur,Appliance Repair,3,0,3,1,0,19,7,3,5,10,5.0,5.43,0.99
2024-03-15,Thanjavur,Appliance Repair,4,0,3,1,0,22,6,7,5,1,5.29,5.57,0.99
2024-03-16,Thanjavur,Appliance Repair,5,1,3,1,0,18,2,6,8,3,5.43,5.67,0.99
2024-03-17,Thanjavur,Appliance Repair,6,1,3,1,0,21,3,2,4,14,4.57,5.6,0.99
2024-03-18,Thanjavur,Appliance Repair,0,0,3,1,0,20,0,3,5,3,4.43,5.4,0.99
2024-03-19,Thanjavur,Appliance Repair,1,0,3,1,0,20,4,0,5,3,3.71,5.13,0.99
2024-03-20,Thanjavur,Appliance Repair,2,0,3,1,0,20,4,4,3,7,3.57,4.9,0.99
2024-03-21,Thanjavur,Appliance Repair,3,0,3,1,0,20,5,4,7,5,3.71,4.9,0.99
2024-03-22,Thanjavur,Appliance Repair,4,0,3,1,0,23,5,5,6,5,3.43,4.97,0.99
2024-03-23,Thanjavur,Appliance Repair,5,1,3,1,0,19,5,5,2,8,3.29,5.0,0.99
2024-03-24,Thanjavur,Appliance Repair,6,1,3,1,0,18,9,5,3,4,3.71,5.03,0.99
2024-03-25,Thanjavur,Appliance Repair,0,0,3,1,0,19,4,9,0,5,4.57,5.13,0.99
2024-03-26,Thanjavur,Appliance Repair,1,0,3,1,0,23,9,4,4,5,5.14,4.97,0.99
2024-03-27,Thanjavur,Appliance Repair,2,0,3,1,0,18,9,9,4,3,5.86,5.03,0.99
2024-03-28,Thanjavur,Appliance Repair,3,0,3,1,0,19,9,9,5,7,6.57,5.23,0.99
2024-03-29,Thanjavur,Appliance Repair,4,0,3,1,0,20,10,9,5,6,7.14,5.37,0.99
2024-03-30,Thanjavur,Appliance Repair,5,1,3,1,0,20,5,10,5,2,7.86,5.57,0.99
2024-03-31,Thanjavur,Appliance Repair,6,1,3,1,0,20,6,5,9,3,7.86,5.4,0.99
2024-04-01,Thanjavur,Appliance Repair,0,0,4,2,0,25,7,6,4,0,7.43,5.57,1.062
2024-04-02,Thanjavur,Appliance Repair,1,0,4,2,0,20,6,7,9,4,7.86,5.7,1.062
2024-04-03,Thanjavur,Appliance Repair,2,0,4,2,0,23,7,6,9,4,7.43,5.43,1.062
2024-04-04,Thanjavur,Appliance Repair,3,0,4,2,0,21,6,7,9,5,7.14,5.57,1.062
2024-04-05,Thanjavur,Appliance Repair,4,0,4,2,0,21,9,6,10,5,6.71,5.67,1.062
2024-04-06,Thanjavur,Appliance Repair,5,1,4,2,0,19,10,9,5,5,6.57,5.73,1.062
2024-04-07,Thanjavur,Appliance Repair,6,1,4,2,0,20,9,10,6,9,7.29,5.9,1.062
2024-04-08,Thanjavur,Appliance Repair,0,0,4,2,0,21,1,9,7,4,7.71,6.03,1.062
2024-04-09,Thanjavur,Appliance Repair,1,0,4,2,0,22,5,1,6,9,6.86,5.8,1.062
2024-04-10,Thanjavur,Appliance Repair,2,0,4,2,0,20,3,5,7,9,6.71,5.83,1.062
2024-04-11,Thanjavur,Appliance Repair,3,0,4,2,0,19,9,3,6,9,6.14,5.77,1.062
2024-04-12,Thanjavur,Appliance Repair,4,0,4,2,0,21,9,9,9,10,6.57,5.9,1.062
2024-04-13,Thanjavur,Appliance Repair,5,1,4,2,1,19,2,9,10,5,6.57,6.1,1.062
2024-04-14,Thanjavur,Appliance Repair,6,1,4,2,1,22,9,2,9,6,5.43,5.93,1.062
2024-04-15,Thanjavur,Appliance Repair,0,0,4,2,1,20,6,9,1,7,5.43,6.03,1.062
2024-04-16,Thanjavur,Appliance Repair,1,0,4,2,0,20,7,6,5,6,6.14,6.17,1.062
2024-04-17,Thanjavur,Appliance Repair,2,0,4,2,0,25,5,7,3,7,6.43,6.3,1.062
2024-04-18,Thanjavur,Appliance Repair,3,0,4,2,0,17,9,5,9,6,6.71,6.47,1.062
2024-04-19,Thanjavur,Appliance Repair,4,0,4,2,0,24,7,9,9,9,6.71,6.63,1.062
2024-04-20,Thanjavur,Appliance Repair,5,1,4,2,0,23,7,7,2,10,6.43,6.73,1.062
2024-04-21,Thanjavur,Appliance Repair,6,1,4,2,0,22,15,7,9,9,7.14,6.8,1.062
2024-04-22,Thanjavur,Appliance Repair,0,0,4,2,0,19,5,15,6,1,8.0,7.13,1.062
2024-04-23,Thanjavur,Appliance Repair,1,0,4,2,0,22,6,5,7,5,7.86,7.13,1.062
2024-04-24,Thanjavur,Appliance Repair,2,0,4,2,0,20,9,6,5,3,7.71,7.03,1.062
2024-04-25,Thanjavur,Appliance Repair,3,0,4,2,0,21,2,9,9,9,8.29,7.2,1.062
2024-04-26,Thanjavur,Appliance Repair,4,0,4,2,0,19,7,2,7,9,7.29,6.97,1.062
2024-04-27,Thanjavur,Appliance Repair,5,1,4,2,0,23,5,7,7,2,7.29,6.9,1.062
2024-04-28,Thanjavur,Appliance Repair,6,1,4,2,0,14,5,5,15,9,7.0,6.77,1.062
2024-04-29,Thanjavur,Appliance Repair,0,0,4,2,0,22,3,5,5,6,5.57,6.6,1.062
2024-04-30,Thanjavur,Appliance Repair,1,0,4,2,0,22,3,3,6,7,5.29,6.53,1.062
2024-05-01,Thanjavur,Appliance Repair,2,0,5,2,0,22,7,3,9,5,4.86,6.43,1.082
2024-05-02,Thanjavur,Appliance Repair,3,0,5,2,0,24,5,7,2,9,4.57,6.43,1.082
2024-05-03,Thanjavur,Appliance Repair,4,0,5,2,0,22,4,5,7,7,5.0,6.4,1.082
2024-05-04,Thanjavur,Appliance Repair,5,1,5,2,0,22,11,4,5,7,4.57,6.3,1.082
2024-05-05,Thanjavur,Appliance Repair,6,1,5,2,0,22,5,11,5,15,5.43,6.47,1.082
2024-05-06,Thanjavur,Appliance Repair,0,0,5,2,0,19,9,5,3,5,5.43,6.33,1.082
2024-05-07,Thanjavur,Appliance Repair,1,0,5,2,0,22,9,9,3,6,6.29,6.3,1.082
2024-05-08,Thanjavur,Appliance Repair,2,0,5,2,0,20,4,9,7,9,7.14,6.3,1.082
2024-05-09,Thanjavur,Appliance Repair,3,0,5,2,0,21,3,4,5,2,6.71,6.4,1.082
2024-05-10,Thanjavur,Appliance Repair,4,0,5,2,0,22,5,3,4,7,6.43,6.33,1.082
2024-05-11,Thanjavur,Appliance Repair,5,1,5,2,0,17,9,5,11,5,6.57,6.4,1.082
2024-05-12,Thanjavur,Appliance Repair,6,1,5,2,0,19,6,9,5,5,6.29,6.4,1.082
2024-05-13,Thanjavur,Appliance Repair,0,0,5,2,0,21,6,6,9,3,6.43,6.3,1.082
2024-05-14,Thanjavur,Appliance Repair,1,0,5,2,0,24,8,6,9,3,6.0,6.43,1.082
2024-05-15,Thanjavur,Appliance Repair,2,0,5,2,0,21,5,8,4,7,5.86,6.4,1.082
2024-05-16,Thanjavur,Appliance Repair,3,0,5,2,0,23,3,5,3,5,6.0,6.37,1.082
2024-05-17,Thanjavur,Appliance Repair,4,0,5,2,0,21,5,3,5,4,6.0,6.23,1.082
2024-05-18,Thanjavur,Appliance Repair,5,1,5,2,0,16,9,5,9,11,6.0,6.23,1.082
2024-05-19,Thanjavur,Appliance Repair,6,1,5,2,0,16,7,9,6,5,6.0,6.23,1.082
2024-05-20,Thanjavur,Appliance Repair,0,0,5,2,0,21,1,7,6,9,6.14,6.23,1.082
2024-05-21,Thanjavur,Appliance Repair,1,0,5,2,0,25,4,1,8,9,5.43,6.03,1.082
2024-05-22,Thanjavur,Appliance Repair,2,0,5,2,0,19,8,4,5,4,4.86,5.67,1.082
2024-05-23,Thanjavur,Appliance Repair,3,0,5,2,0,22,9,8,3,3,5.29,5.77,1.082
2024-05-24,Thanjavur,Appliance Repair,4,0,5,2,0,16,9,9,5,5,6.14,5.87,1.082
2024-05-25,Thanjavur,Appliance Repair,5,1,5,2,0,19,7,9,9,9,6.71,5.87,1.082
2024-05-26,Thanjavur,Appliance Repair,6,1,5,2,0,19,6,7,7,6,6.43,6.03,1.082
2024-05-27,Thanjavur,Appliance Repair,0,0,5,2,0,20,4,6,1,6,6.29,6.0,1.082
2024-05-28,Thanjavur,Appliance Repair,1,0,5,2,0,21,4,4,4,8,6.71,5.97,1.082
2024-05-29,Thanjavur,Appliance Repair,2,0,5,2,0,18,4,4,8,5,6.71,5.93,1.082
2024-05-30,Thanjavur,Appliance Repair,3,0,5,2,0,20,3,4,9,3,6.14,5.97,1.082
2024-05-31,Thanjavur,Appliance Repair,4,0,5,2,0,20,6,3,9,5,5.29,5.97,1.082
2024-06-01,Thanjavur,Appliance Repair,5,1,6,2,0,22,8,6,7,9,4.86,5.93,1.016
2024-06-02,Thanjavur,Appliance Repair,6,1,6,2,0,19,6,8,6,7,5.0,6.03,1.016
2024-06-03,Thanjavur,Appliance Repair,0,0,6,2,0,21,5,6,4,1,5.0,6.1,1.016
2024-06-04,Thanjavur,Appliance Repair,1,0,6,2,0,21,5,5,4,4,5.14,5.9,1.016
2024-06-05,Thanjavur,Appliance Repair,2,0,6,2,0,20,5,5,4,8,5.29,5.9,1.016
2024-06-06,Thanjavur,Appliance Repair,3,0,6,2,0,19,6,5,3,9,5.43,5.77,1.016
2024-06-07,Thanjavur,Appliance Repair,4,0,6,2,0,19,6,6,6,9,5.86,5.67,1.016
2024-06-08,Thanjavur,Appliance Repair,5,1,6,2,0,21,5,6,8,7,5.86,5.73,1.016
2024-06-09,Thanjavur,Appliance Repair,6,1,6,2,0,18,5,5,6,6,5.43,5.8,1.016
2024-06-10,Thanjavur,Appliance Repair,0,0,6,2,0,22,5,5,5,4,5.29,5.8,1.016
2024-06-11,Thanjavur,Appliance Repair,1,0,6,2,0,23,11,5,5,4,5.29,5.67,1.016
2024-06-12,Thanjavur,Appliance Repair,2,0,6,2,0,21,9,11,5,4,6.14,5.83,1.016
2024-06-13,Thanjavur,Appliance Repair,3,0,6,2,0,23,6,9,6,3,6.71,5.93,1.016
2024-06-14,Thanjavur,Appliance Repair,4,0,6,2,0,21,5,6,6,6,6.71,5.87,1.016
2024-06-15,Thanjavur,Appliance Repair,5,1,6,2,0,19,5,5,5,8,6.57,5.87,1.016
2024-06-16,Thanjavur,Appliance Repair,6,1,6,2,0,18,7,5,5,6,6.57,5.93,1.016
2024-06-17,Thanjavur,Appliance Repair,0,0,6,2,0,21,5,7,5,5,6.86,6.0,1.016
2024-06-18,Thanjavur,Appliance Repair,1,0,6,2,0,23,5,5,11,5,6.86,5.87,1.016
2024-06-19,Thanjavur,Appliance Repair,2,0,6,2,0,23,6,5,9,5,6.0,5.8,1.016
2024-06-20,Thanjavur,Appliance Repair,3,0,6,2,0,21,8,6,6,6,5.57,5.97,1.016
2024-06-21,Thanjavur,Appliance Repair,4,0,6,2,0,22,5,8,5,6,5.86,6.1,1.016
2024-06-22,Thanjavur,Appliance Repair,5,1,6,2,0,20,10,5,5,5,5.86,6.0,1.016
2024-06-23,Thanjavur,Appliance Repair,6,1,6,2,0,20,8,10,7,5,6.57,6.03,1.016
2024-06-24,Thanjavur,Appliance Repair,0,0,6,2,0,22,7,8,5,5,6.71,6.0,1.016
2024-06-25,Thanjavur,Appliance Repair,1,0,6,2,0,21,5,7,5,11,7.0,6.0,1.016
2024-06-26,Thanjavur,Appliance Repair,2,0,6,2,0,22,8,5,6,9,7.0,5.97,1.016
2024-06-27,Thanjavur,Appliance Repair,3,0,6,2,0,22,8,8,8,6,7.29,6.1,1.016
2024-06-28,Thanjavur,Appliance Repair,4,0,6,2,0,19,7,8,5,5,7.29,6.23,1.016
2024-06-29,Thanjavur,Appliance Repair,5,1,6,2,0,23,7,7,10,5,7.57,6.33,1.016
2024-06-30,Thanjavur,Appliance Repair,6,1,6,2,0,21,9,7,8,7,7.14,6.47,1.016
2024-07-01,Thanjavur,Appliance Repair,0,0,7,3,0,22,7,9,7,5,7.29,6.57,1.007
2024-07-02,Thanjavur,Appliance Repair,1,0,7,3,0,19,9,7,5,5,7.29,6.53,1.007
2024-07-03,Thanjavur,Appliance Repair,2,0,7,3,0,17,6,9,8,6,7.86,6.63,1.007
2024-07-04,Thanjavur,Appliance Repair,3,0,7,3,0,18,5,6,8,8,7.57,6.67,1.007
2024-07-05,Thanjavur,Appliance Repair,4,0,7,3,0,21,0,5,7,5,7.14,6.67,1.007
2024-07-06,Thanjavur,Appliance Repair,5,1,7,3,0,18,5,0,7,10,6.14,6.5,1.007
2024-07-07,Thanjavur,Appliance Repair,6,1,7,3,0,23,5,5,9,8,5.86,6.47,1.007
2024-07-08,Thanjavur,Appliance Repair,0,0,7,3,0,23,3,5,7,7,5.29,6.43,1.007
2024-07-09,Thanjavur,Appliance Repair,1,0,7,3,0,16,5,3,9,5,4.71,6.37,1.007
2024-07-10,Thanjavur,Appliance Repair,2,0,7,3,0,20,4,5,6,8,4.14,6.37,1.007
2024-07-11,Thanjavur,Appliance Repair,3,0,7,3,0,20,4,4,5,8,3.86,6.33,1.007
2024-07-12,Thanjavur,Appliance Repair,4,0,7,3,0,20,6,4,0,7,3.71,6.1,1.007
2024-07-13,Thanjavur,Appliance Repair,5,1,7,3,0,22,6,6,5,7,4.57,6.0,1.007
2024-07-14,Thanjavur,Appliance Repair,6,1,7,3,0,23,6,6,5,9,4.71,6.0,1.007
2024-07-15,Thanjavur,Appliance Repair,0,0,7,3,0,22,3,6,3,7,4.86,6.03,1.007
2024-07-16,Thanjavur,Appliance Repair,1,0,7,3,0,22,4,3,5,9,4.86,5.97,1.007
2024-07-17,Thanjavur,Appliance Repair,2,0,7,3,0,22,6,4,4,6,4.71,5.87,1.007
2024-07-18,Thanjavur,Appliance Repair,3,0,7,3,0,18,4,6,4,5,5.0,5.9,1.007
2024-07-19,Thanjavur,Appliance Repair,4,0,7,3,0,18,6,4,6,0,5.0,5.87,1.007
2024-07-20,Thanjavur,Appliance Repair,5,1,7,3,0,20,3,6,6,5,5.0,5.87,1.007
2024-07-21,Thanjavur,Appliance Repair,6,1,7,3,0,23,7,3,6,5,4.57,5.7,1.007
2024-07-22,Thanjavur,Appliance Repair,0,0,7,3,0,22,6,7,3,3,4.71,5.77,1.007
2024-07-23,Thanjavur,Appliance Repair,1,0,7,3,0,19,6,6,4,5,5.14,5.63,1.007
2024-07-24,Thanjavur,Appliance Repair,2,0,7,3,0,23,3,6,6,4,5.43,5.57,1.007
2024-07-25,Thanjavur,Appliance Repair,3,0,7,3,0,16,6,3,4,4,5.0,5.43,1.007
2024-07-26,Thanjavur,Appliance Repair,4,0,7,3,0,21,5,6,6,6,5.29,5.47,1.007
2024-07-27,Thanjavur,Appliance Repair,5,1,7,3,0,17,3,5,3,6,5.14,5.37,1.007
2024-07-28,Thanjavur,Appliance Repair,6,1,7,3,0,20,4,3,7,6,5.14,5.2,1.007
2024-07-29,Thanjavur,Appliance Repair,0,0,7,3,0,25,6,4,6,3,4.71,5.1,1.007
2024-07-30,Thanjavur,Appliance Repair,1,0,7,3,0,18,8,6,6,4,4.71,5.07,1.007
2024-07-31,Thanjavur,Appliance Repair,2,0,7,3,0,22,2,8,3,6,5.0,5.03,1.007
2024-08-01,Thanjavur,Appliance Repair,3,0,8,3,0,21,2,2,6,4,4.86,4.87,1.049
2024-08-02,Thanjavur,Appliance Repair,4,0,8,3,0,18,5,2,5,6,4.29,4.63,1.049
2024-08-03,Thanjavur,Appliance Repair,5,1,8,3,0,17,7,5,3,3,4.29,4.6,1.049
2024-08-04,Thanjavur,Appliance Repair,6,1,8,3,0,22,7,7,4,7,4.86,4.67,1.049
2024-08-05,Thanjavur,Appliance Repair,0,0,8,3,0,20,5,7,6,6,5.29,4.9,1.049
2024-08-06,Thanjavur,Appliance Repair,1,0,8,3,0,20,4,5,8,6,5.14,4.9,1.049
2024-08-07,Thanjavur,Appliance Repair,2,0,8,3,0,22,4,4,2,3,4.57,4.87,1.049
2024-08-08,Thanjavur,Appliance Repair,3,0,8,3,0,21,9,4,2,6,4.86,4.9,1.049
2024-08-09,Thanjavur,Appliance Repair,4,0,8,3,0,17,9,9,5,5,5.86,5.03,1.049
2024-08-10,Thanjavur,Appliance Repair,5,1,8,3,0,19,10,9,7,3,6.43,5.2,1.049
2024-08-11,Thanjavur,Appliance Repair,6,1,8,3,0,24,4,10,7,4,6.86,5.4,1.049
2024-08-12,Thanjavur,Appliance Repair,0,0,8,3,0,21,5,4,5,6,6.43,5.33,1.049
2024-08-13,Thanjavur,Appliance Repair,1,0,8,3,0,22,3,5,4,8,6.43,5.3,1.049
2024-08-14,Thanjavur,Appliance Repair,2,0,8,3,0,20,9,3,4,2,6.29,5.2,1.049
2024-08-15,Thanjavur,Appliance Repair,3,0,8,3,0,20,11,9,9,2,7.0,5.4,1.049
2024-08-16,Thanjavur,Appliance Repair,4,0,8,3,0,23,7,11,9,5,7.29,5.63,1.049
2024-08-17,Thanjavur,Appliance Repair,5,1,8,3,0,18,7,7,10,7,7.0,5.67,1.049
2024-08-18,Thanjavur,Appliance Repair,6,1,8,3,0,22,11,7,4,7,6.57,5.77,1.049
2024-08-19,Thanjavur,Appliance Repair,0,0,8,3,0,17,7,11,5,5,7.57,5.93,1.049
2024-08-20,Thanjavur,Appliance Repair,1,0,8,3,0,21,7,7,3,4,7.86,6.07,1.049
2024-08-21,Thanjavur,Appliance Repair,2,0,8,3,0,22,7,7,9,4,8.43,6.07,1.049
2024-08-22,Thanjavur,Appliance Repair,3,0,8,3,0,18,9,7,11,9,8.14,6.1,1.049
2024-08-23,Thanjavur,Appliance Repair,4,0,8,3,0,20,8,9,7,9,7.86,6.2,1.049
2024-08-24,Thanjavur,Appliance Repair,5,1,8,3,0,20,11,8,7,10,8.0,6.37,1.049
2024-08-25,Thanjavur,Appliance Repair,6,1,8,3,0,20,8,11,11,4,8.57,6.53,1.049
2024-08-26,Thanjavur,Appliance Repair,0,0,8,3,0,20,7,8,7,5,8.14,6.63,1.049
2024-08-27,Thanjavur,Appliance Repair,1,0,8,3,0,19,6,7,7,3,8.14,6.77,1.049
2024-08-28,Thanjavur,Appliance Repair,2,0,8,3,0,22,7,6,7,9,8.0,6.83,1.049
2024-08-29,Thanjavur,Appliance Repair,3,0,8,3,0,26,7,7,9,11,8.0,6.87,1.049
2024-08-30,Thanjavur,Appliance Repair,4,0,8,3,0,22,5,7,8,7,7.71,6.83,1.049
2024-08-31,Thanjavur,Appliance Repair,5,1,8,3,0,19,7,5,11,7,7.29,6.93,1.049
2024-09-01,Thanjavur,Appliance Repair,6,1,9,3,0,20,13,7,8,11,6.71,7.1,1.044
2024-09-02,Thanjavur,Appliance Repair,0,0,9,3,0,20,4,13,7,7,7.43,7.37,1.044
2024-09-03,Thanjavur,Appliance Repair,1,0,9,3,0,20,6,4,6,7,7.0,7.27,1.044
2024-09-04,Thanjavur,Appliance Repair,2,0,9,3,0,18,5,6,7,7,7.0,7.23,1.044
2024-09-05,Thanjavur,Appliance Repair,3,0,9,3,0,18,6,5,7,9,6.71,7.23,1.044
2024-09-06,Thanjavur,Appliance Repair,4,0,9,3,0,22,6,6,5,8,6.57,7.3,1.044
2024-09-07,Thanjavur,Appliance Repair,5,1,9,3,0,20,8,6,7,11,6.71,7.37,1.044
2024-09-08,Thanjavur,Appliance Repair,6,1,9,3,0,21,9,8,13,8,6.86,7.33,1.044
2024-09-09,Thanjavur,Appliance Repair,0,0,9,3,0,23,4,9,4,7,6.29,7.33,1.044
2024-09-10,Thanjavur,Appliance Repair,1,0,9,3,0,22,7,4,6,6,6.29,7.13,1.044
2024-09-11,Thanjavur,Appliance Repair,2,0,9,3,0,17,5,7,5,7,6.43,7.23,1.044
2024-09-12,Thanjavur,Appliance Repair,3,0,9,3,0,23,7,5,6,7,6.43,7.23,1.044
2024-09-13,Thanjavur,Appliance Repair,4,0,9,3,0,21,5,7,6,5,6.57,7.37,1.044
2024-09-14,Thanjavur,Appliance Repair,5,1,9,3,0,20,9,5,8,7,6.43,7.23,1.044
2024-09-15,Thanjavur,Appliance Repair,6,1,9,3,0,22,6,9,9,13,6.57,7.17,1.044
2024-09-16,Thanjavur,Appliance Repair,0,0,9,3,0,21,6,6,4,4,6.14,7.13,1.044
2024-09-17,Thanjavur,Appliance Repair,1,0,9,3,0,22,4,6,7,6,6.43,7.1,1.044
2024-09-18,Thanjavur,Appliance Repair,2,0,9,3,0,21,6,4,5,5,6.0,6.87,1.044
2024-09-19,Thanjavur,Appliance Repair,3,0,9,3,0,22,3,6,7,6,6.14,6.83,1.044
2024-09-20,Thanjavur,Appliance Repair,4,0,9,3,0,21,5,3,5,6,5.57,6.7,1.044
2024-09-21,Thanjavur,Appliance Repair,5,1,9,3,0,15,8,5,9,8,5.57,6.63,1.044
2024-09-22,Thanjavur,Appliance Repair,6,1,9,3,0,18,5,8,6,9,5.43,6.6,1.044
2024-09-23,Thanjavur,Appliance Repair,0,0,9,3,0,21,7,5,6,4,5.29,6.5,1.044
2024-09-24,Thanjavur,Appliance Repair,1,0,9,3,0,25,6,7,4,7,5.43,6.37,1.044
2024-09-25,Thanjavur,Appliance Repair,2,0,9,3,0,20,5,6,6,5,5.71,6.3,1.044
2024-09-26,Thanjavur,Appliance Repair,3,0,9,3,0,23,6,5,3,7,5.57,6.23,1.044
2024-09-27,Thanjavur,Appliance Repair,4,0,9,3,0,24,7,6,5,5,6.0,6.23,1.044
2024-09-28,Thanjavur,Appliance Repair,5,1,9,3,0,24,6,7,8,9,6.29,6.23,1.044
2024-09-29,Thanjavur,Appliance Repair,6,1,9,3,0,18,5,6,5,6,6.0,6.2,1.044
2024-09-30,Thanjavur,Appliance Repair,0,0,9,3,0,21,6,5,7,6,6.0,6.2,1.044
2024-10-01,Thanjavur,Appliance Repair,1,0,10,4,0,20,7,6,6,4,5.86,6.17,1.179
2024-10-02,Thanjavur,Appliance Repair,2,0,10,4,0,23,4,7,5,6,6.0,5.97,1.179
2024-10-03,Thanjavur,Appliance Repair,3,0,10,4,0,24,5,4,6,3,5.86,5.97,1.179
2024-10-04,Thanjavur,Appliance Repair,4,0,10,4,0,20,10,5,7,5,5.71,5.93,1.179
2024-10-05,Thanjavur,Appliance Repair,5,1,10,4,0,18,10,10,6,8,6.14,6.1,1.179
2024-10-06,Thanjavur,Appliance Repair,6,1,10,4,0,24,11,10,5,5,6.71,6.23,1.179
2024-10-07,Thanjavur,Appliance Repair,0,0,10,4,0,22,13,11,6,7,7.57,6.4,1.179
2024-10-08,Thanjavur,Appliance Repair,1,0,10,4,0,20,8,13,7,6,8.57,6.57,1.179
2024-10-09,Thanjavur,Appliance Repair,2,0,10,4,0,20,9,8,4,5,8.71,6.53,1.179
2024-10-10,Thanjavur,Appliance Repair,3,0,10,4,0,16,7,9,5,6,9.43,6.7,1.179
2024-10-11,Thanjavur,Appliance Repair,4,0,10,4,0,23,16,7,10,7,9.71,6.7,1.179
2024-10-12,Thanjavur,Appliance Repair,5,1,10,4,0,19,9,16,10,6,10.57,7.07,1.179
2024-10-13,Thanjavur,Appliance Repair,6,1,10,4,0,22,8,9,11,5,10.43,7.13,1.179
2024-10-14,Thanjavur,Appliance Repair,0,0,10,4,0,19,6,8,13,6,10.0,7.23,1.179
2024-10-15,Thanjavur,Appliance Repair,1,0,10,4,0,17,7,6,8,7,9.0,7.13,1.179
2024-10-16,Thanjavur,Appliance Repair,2,0,10,4,0,22,6,7,9,4,8.86,7.17,1.179
2024-10-17,Thanjavur,Appliance Repair,3,0,10,4,0,19,9,6,7,5,8.43,7.17,1.179
2024-10-18,Thanjavur,Appliance Repair,4,0,10,4,0,21,2,9,16,10,8.71,7.33,1.179
2024-10-19,Thanjavur,Appliance Repair,5,1,10,4,0,21,9,2,9,10,6.71,7.2,1.179
2024-10-20,Thanjavur,Appliance Repair,6,1,10,4,0,20,11,9,8,11,6.71,7.4,1.179
2024-10-21,Thanjavur,Appliance Repair,0,0,10,4,0,20,6,11,6,13,7.14,7.6,1.179
2024-10-22,Thanjavur,Appliance Repair,1,0,10,4,0,21,8,6,7,8,7.14,7.53,1.179
2024-10-23,Thanjavur,Appliance Repair,2,0,10,4,0,21,9,8,6,9,7.29,7.63,1.179
2024-10-24,Thanjavur,Appliance Repair,3,0,10,4,0,22,4,9,9,7,7.71,7.7,1.179
2024-10-25,Thanjavur,Appliance Repair,4,0,10,4,0,26,7,4,2,16,7.0,7.63,1.179
2024-10-26,Thanjavur,Appliance Repair,5,1,10,4,0,19,4,7,9,9,7.71,7.7,1.179
2024-10-27,Thanjavur,Appliance Repair,6,1,10,4,0,18,7,4,11,8,7.0,7.63,1.179
2024-10-28,Thanjavur,Appliance Repair,0,0,10,4,0,18,8,7,6,6,6.43,7.63,1.179
2024-10-29,Thanjavur,Appliance Repair,1,0,10,4,0,23,5,8,8,7,6.71,7.7,1.179
2024-10-30,Thanjavur,Appliance Repair,2,0,10,4,1,21,5,5,9,6,6.29,7.7,1.179
2024-10-31,Thanjavur,Appliance Repair,3,0,10,4,1,23,11,5,4,9,5.71,7.67,1.179
